Theor.Mass,S_4,I_4,D_4,S_9,I_9,D_9,S_10,I_10,D_10,S_12A,I_12A,D_12A,S_12B,I_12B,D_12B
Label,Spring,Spring,Spring,Summer,Summer,Summer,Autumn,Autumn,Autumn,Winter,Winter,Winter,Winter,Winter,Winter
312.1991763,12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312.2199257,0,0,0,13810,0,0,0,0,0,0,0,0,10730,0,0
313.0455124,31770,22040,0,0,0,0,0,0,0,0,0,0,0,0,0
313.0471658,0,0,22420,0,0,0,0,0,0,0,0,0,0,0,0
313.0647913,27970,0,17930,0,0,0,0,0,0,10420,0,0,0,0,0
313.0681621,0,0,0,17610,0,0,0,0,0,0,0,0,0,0,0
313.0706646,0,0,0,0,10610,0,13860,0,0,0,0,0,0,0,0
313.072002,0,0,0,0,0,0,0,0,0,0,0,0,13960,0,0
313.0859207,0,58160,56280,0,0,0,11620,0,0,0,0,0,0,0,0
313.0990046,0,48810,0,0,0,0,0,0,0,0,0,0,0,0,0
313.1070501,0,0,0,31510,32760,32790,0,30240,40470,0,42100,31700,31540,31990,31840
313.1199369,78590,66360,0,0,0,0,0,0,0,0,0,0,0,0,0
313.1223062,0,0,67860,0,0,0,0,0,0,0,0,0,0,0,0
313.1241567,0,0,0,25580,0,0,28800,0,0,0,0,0,0,0,0
313.1335396,0,0,0,0,0,0,0,0,0,67610,0,0,0,0,0
313.1353901,0,0,0,0,0,0,0,0,0,0,0,0,69060,0,0
313.1394128,44680,20470,22090,0,0,0,0,0,0,0,0,0,0,0,0
313.1434356,0,0,0,0,0,48260,0,0,0,0,0,0,0,46070,0
313.1586917,47810,37550,37850,0,0,0,0,0,0,0,0,0,0,0,0
313.1620625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313.1645649,0,0,0,0,0,0,0,0,0,10820,0,0,0,0,0
313.1798211,11050,0,0,34660,28410,27970,0,0,31310,18040,0,25650,25330,24430,28650
313.2121838,0,17050,13800,0,0,0,0,0,0,0,0,0,0,0,0
313.2138372,13900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313.22744,0,0,0,0,0,0,12890,0,0,0,0,0,0,11710,0
313.236304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314.0447842,20370,16330,15780,0,0,0,0,0,0,0,0,0,0,0,0
314.0811697,0,0,34190,0,0,0,0,0,0,0,0,0,0,0,0
314.1056699,0,0,0,0,0,0,0,0,0,0,23680,0,0,0,0
314.1081723,0,0,0,0,23050,0,0,0,0,0,0,0,0,0,0
314.1135324,0,0,0,0,0,0,0,0,0,0,0,18250,0,0,0
314.1175552,47840,33320,0,0,0,0,0,0,0,0,0,0,0,0,0
314.1194057,0,0,36350,0,0,0,0,0,0,0,0,0,0,0,0
314.130442,0,0,0,0,0,0,0,0,0,13510,0,0,0,0,0
314.1386845,0,12090,0,20730,0,0,24490,0,0,0,0,0,0,26650,21110
314.1420554,21830,0,0,0,0,20230,0,0,0,0,23350,0,21950,0,0
314.1445578,0,0,0,0,0,0,0,21260,0,0,0,0,0,0,0
314.1467904,0,0,0,0,0,0,0,0,21120,0,0,0,0,0,0
314.1499179,0,0,0,0,0,0,0,0,0,10470,0,0,0,0,0
314.1539407,21820,20210,0,0,0,0,0,0,0,0,0,0,0,0,0
314.1750701,0,0,0,0,0,0,13870,0,0,11290,24130,0,0,0,0
314.1809433,0,0,0,0,0,0,0,15680,0,0,0,0,0,0,11130
314.2074328,0,0,0,0,0,0,0,0,0,10400,0,0,0,0,0
315.0287997,0,0,13600,0,0,0,0,0,0,0,0,0,0,0,0
315.0474267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315.0499291,0,0,0,0,0,0,0,0,0,0,0,0,10190,0,0
315.0628159,74550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315.0838122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315.0863146,0,0,0,40710,25820,26990,38340,27250,26240,38730,24920,29870,0,0,24080
315.0896854,0,0,0,0,0,0,0,0,0,0,0,0,0,26070,0
315.1015708,0,123100,0,0,0,0,0,0,0,0,0,0,0,0,0
315.1227001,0,0,0,68880,0,60860,75930,61850,64280,63870,62050,58500,55020,61050,57720
315.1339335,108900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315.1355869,0,84990,0,0,0,0,0,0,0,0,0,0,0,0,0
315.1550629,0,16430,20660,0,0,0,0,0,0,0,0,0,0,0,0
315.1567163,0,0,0,0,0,0,0,0,0,44440,0,0,0,0,0
315.1590856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315.1743418,0,22890,20340,0,0,0,0,0,0,0,0,0,0,0,0
315.1954711,0,0,0,0,0,0,22060,17680,15610,0,0,13140,20210,0,0
316.0258992,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316.0604342,0,32020,35900,0,0,0,0,0,0,0,0,0,0,0,0
316.0815636,0,0,0,0,13590,0,0,0,0,0,0,0,0,0,0
316.082432,0,0,0,0,0,0,14960,14100,0,0,0,0,14440,11510,0
316.0849344,0,0,0,19350,0,0,0,0,14710,0,13180,12620,0,0,0
316.087167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316.0968197,65580,71610,0,0,0,0,0,0,0,0,0,0,0,0,0
316.1213199,0,0,0,0,0,0,0,28220,0,0,36130,0,26460,27710,28000
316.1238223,0,0,0,0,28070,25000,0,0,31580,0,0,31040,0,0,0
316.1350557,0,47590,49690,0,0,0,0,0,0,0,0,0,0,0,0
316.1577054,0,0,0,0,26900,0,21510,0,30950,20560,29610,0,20450,28740,24040
316.1602078,0,0,0,32960,0,30190,0,32890,0,0,0,0,0,0,0
316.1695908,0,30510,27370,0,0,0,0,0,0,0,0,0,0,0,0
316.1714412,33860,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316.1907201,0,0,0,0,0,17140,14380,0,0,15210,0,14470,12840,0,0
316.2036069,0,15410,0,0,0,0,0,0,0,0,0,0,0,0,0
316.2271056,0,0,0,0,11530,0,0,0,0,0,0,0,0,0,0
316.2304764,0,0,0,0,0,0,0,0,0,0,11260,0,0,0,0
316.321006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317.0055619,13650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317.0444498,0,0,42460,0,0,0,0,0,0,0,0,0,0,0,0
317.0615564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317.0630768,0,0,0,21890,0,0,17780,0,0,0,0,0,0,0,0
317.0655792,0,0,0,0,15200,14690,0,13840,11170,23490,13640,0,21010,15100,0
317.078466,196500,130300,0,0,0,0,0,0,0,0,0,0,0,0,0
317.0808353,0,0,126300,0,0,0,0,0,0,0,0,0,0,0,0
317.0994623,0,0,0,0,0,0,67480,0,0,62090,0,0,47830,0,0
317.1019647,0,0,0,65140,62880,56200,0,59900,58010,0,55390,57560,0,61640,0
317.1033021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56340
317.1303047,0,0,0,0,0,0,0,0,0,187000,0,0,151000,0,0
317.1383502,0,0,0,112900,101000,103400,101900,93190,95940,0,76090,0,0,79300,64360
317.1495836,0,81150,60880,0,0,0,0,0,0,0,0,0,0,0,0
317.151237,102100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317.1707129,0,70270,74310,0,0,0,0,0,0,0,0,0,0,0,0
317.1723663,0,0,0,0,0,0,0,0,0,26450,0,0,0,0,0
317.1747357,0,0,0,0,0,41780,0,0,0,0,0,0,0,0,0
317.1933627,0,11160,0,0,0,0,22520,0,12380,22590,0,0,0,0,0
317.1958651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317.2111212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318.0760843,0,78640,69500,0,0,0,0,0,0,0,0,0,0,0,0
318.0779348,80310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318.0972137,0,0,0,0,0,0,0,0,0,28960,0,0,27470,0,0
318.0980821,0,0,0,32530,0,0,0,0,0,0,28820,25880,0,30160,0
318.1005845,0,0,0,0,30620,27440,0,30570,25220,0,0,0,0,0,23750
318.13697,0,0,0,52430,0,45800,49160,40640,0,0,43290,0,0,0,38080
318.1394724,0,0,0,0,46290,0,0,0,0,0,0,38490,0,0,0
318.1488553,64220,62120,60630,0,0,0,0,0,0,0,0,0,0,0,0
318.1699847,0,0,0,0,0,0,0,0,0,0,0,0,0,28240,0
318.1729755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318.1733555,0,0,0,35570,30180,30340,29250,28790,30520,20050,28730,27980,26250,0,0
318.1852408,0,0,37420,0,0,0,0,0,0,0,0,0,0,0,0
318.2063702,0,0,0,21270,0,18750,20080,19800,0,0,24030,0,0,0,18260
318.2176036,38240,0,71700,0,0,0,0,0,0,0,0,0,0,0,0
318.2427557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319.021212,28040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319.0237144,0,13320,12670,0,0,0,0,0,0,0,0,0,0,0,0
319.0448437,0,0,0,10120,0,0,0,0,0,0,0,0,0,0,0
319.0772065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319.0787268,0,0,0,0,0,0,0,0,0,47860,0,0,0,0,0
319.0812292,0,0,0,41120,30360,29390,39300,29810,26560,0,26680,28970,41860,29210,28570
319.094116,341200,245800,0,0,0,0,0,0,0,0,0,0,0,0,0
319.0964854,0,0,241300,0,0,0,0,0,0,0,0,0,0,0,0
319.1151123,0,0,0,0,0,0,0,0,0,169300,0,0,126000,0,0
319.1176147,0,0,0,129200,123200,103500,142200,102800,97780,0,93870,99770,0,101800,89160
319.1540003,0,0,0,116000,0,0,109300,0,0,97620,0,0,76880,64550,0
319.1553377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64280
319.1652336,0,27000,0,0,0,0,0,0,0,0,0,0,0,0,0
319.1692564,56170,0,29900,0,0,0,0,0,0,0,0,0,0,0,0
319.1903858,0,0,0,0,0,18150,0,0,0,0,0,0,0,0,0
319.2016192,26160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319.2267713,0,0,0,35390,0,54500,27380,35380,64030,0,50650,47780,16100,46740,46110
320.0764782,0,0,0,0,12200,14070,12390,12280,0,12960,0,0,11920,0,0
320.0773466,0,0,0,15270,0,0,0,0,0,0,0,0,0,0,0
320.079849,0,0,0,0,0,0,0,0,0,0,0,0,0,11360,0
320.0818384,0,0,0,0,0,0,0,0,0,0,13500,0,0,0,0
320.0917344,0,116500,0,0,0,0,0,0,0,0,0,0,0,0,0
320.0935848,122700,0,109500,0,0,0,0,0,0,0,0,0,0,0,0
320.1128637,0,0,0,0,0,0,0,0,0,0,0,0,0,46210,38560
320.1137321,0,0,0,0,0,0,0,0,47260,0,45770,0,48410,0,0
320.1162345,0,0,0,58420,53620,53280,53830,46260,0,55260,0,39540,0,0,0
320.15262,0,0,0,60510,47480,44910,50390,0,46680,0,0,36840,42060,44720,0
320.1645054,51800,59370,54210,0,0,0,0,0,0,0,0,0,0,0,0
320.1856347,0,0,0,0,0,0,0,0,0,0,0,0,22950,0,0
320.1886256,0,0,0,37870,0,0,0,0,0,0,0,31160,0,0,0
320.1890056,0,0,0,0,35940,30500,28360,31990,32880,23000,0,0,0,33760,28330
320.2008909,26890,27030,24930,0,0,0,0,0,0,0,0,0,0,0,0
320.2220202,0,0,0,0,0,0,0,0,0,0,0,0,12460,0,0
320.2253911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20880
320.2332536,19110,30570,36730,0,0,0,0,0,0,0,0,0,0,0,0
321.036862,46810,24510,24090,0,0,0,0,0,0,0,0,0,0,0,0
321.0546206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321.0604938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321.0943769,0,0,0,0,0,0,0,0,0,0,0,0,88470,0,0
321.0968793,0,0,0,93390,68590,63800,96410,66750,56930,108400,61190,59790,0,67070,61340
321.1081127,361700,226900,0,0,0,0,0,0,0,0,0,0,0,0,0
321.1097661,0,0,233100,0,0,0,0,0,0,0,0,0,0,0,0
321.1307624,0,0,0,0,0,0,185900,0,0,0,0,0,0,0,0
321.1332648,0,0,0,173900,130000,114400,0,109500,0,202400,0,0,152400,103600,94510
321.1346022,0,0,0,0,0,0,0,0,0,0,0,89890,0,0,0
321.1366356,0,0,0,0,0,0,0,0,112900,0,112900,0,0,0,0
321.1696503,0,0,0,81330,43050,40820,75660,0,0,58450,0,0,50160,0,0
321.1730211,0,0,0,0,0,0,0,57100,47180,0,0,0,0,40430,42600
321.1808837,0,17490,0,0,0,0,0,0,0,0,0,0,0,0,0
321.1825371,31720,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321.1889896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321.2020131,0,0,0,0,0,0,12660,0,0,0,0,0,0,0,0
321.2028815,0,0,0,0,0,11310,0,0,0,0,0,0,0,0,0
321.2060358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321.2172692,21290,11640,0,0,0,0,0,0,0,0,0,0,0,0,0
321.2424213,0,0,0,29430,15460,29280,27940,36110,58230,11800,47800,49560,0,38800,53810
322.0402169,14010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322.0921283,0,0,0,0,0,0,0,0,0,0,24780,0,29180,24270,0
322.0929967,0,0,0,29180,27330,25900,30340,0,23020,31210,0,21010,0,0,21710
322.0954991,0,0,0,0,0,0,0,27420,0,0,0,0,0,0,0
322.0974884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322.1092349,123600,98580,99130,0,0,0,0,0,0,0,0,0,0,0,0
322.1285138,0,0,0,0,0,0,0,55330,0,0,0,0,0,0,0
322.1293822,0,0,0,0,54740,0,0,0,55410,0,0,54840,0,0,0
322.1318846,0,0,0,77780,0,59910,0,0,0,66810,56760,0,0,55140,49970
322.1341172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322.1437699,0,65290,63800,0,0,0,0,0,0,0,0,0,0,0,0
322.1682701,0,0,0,51040,36200,33320,38430,0,0,29400,35800,32140,34700,0,0
322.1801554,43340,48770,45080,0,0,0,0,0,0,0,0,0,0,0,0
322.2012848,0,0,0,30850,0,25570,21470,0,0,0,0,24120,0,0,0
322.2042756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22640
322.2046556,0,0,0,0,26900,0,0,0,27960,0,26170,0,0,24690,0
322.2165409,19520,18530,0,0,0,0,0,0,0,0,0,0,0,0,0
322.2376703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322.2410411,0,0,0,17670,0,0,0,0,25220,0,20040,0,10430,0,0
322.2457762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20430
323.0199664,15740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323.0245022,0,0,11800,0,0,0,0,0,0,0,0,0,0,0,0
323.0525121,0,61440,45630,0,0,0,0,0,0,0,0,0,0,0,0
323.0761439,0,0,0,0,0,0,0,0,0,0,18340,15760,0,16220,13840
323.110027,0,0,0,0,0,0,0,0,0,0,0,0,129300,0,0
323.1125294,0,0,0,131800,103000,99820,153300,98390,93960,162500,0,94750,0,103200,89070
323.1237628,218400,118300,0,0,0,0,0,0,0,0,0,0,0,0,0
323.1254162,0,0,133500,0,0,0,0,0,0,0,0,0,0,0,0
323.1464125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323.1489149,0,0,0,0,0,0,143500,0,0,129400,0,0,104900,0,0
323.1502523,0,0,0,0,81600,0,0,0,0,0,0,0,0,0,0
323.1853004,0,0,0,37770,11260,12900,0,0,0,22530,0,0,0,0,0
323.1886712,0,0,0,0,0,0,0,0,0,0,0,0,23630,0,0
323.1900086,0,0,0,0,0,0,0,0,0,0,0,0,0,12430,0
323.1965338,0,0,0,0,0,0,0,0,25220,0,0,16710,0,0,0
323.1981872,0,19980,0,0,0,0,0,0,0,0,0,0,0,0,0
323.2005565,19340,0,0,0,14350,11220,0,14470,0,0,0,0,0,0,14500
323.2064298,0,0,0,0,0,0,0,0,0,0,0,0,0,11590,0
323.2216859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323.2329193,0,11620,0,0,0,0,0,0,0,0,0,0,0,0,0
323.236942,11070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324.0558669,0,0,20420,0,0,0,0,0,0,0,0,0,0,0,0
324.0884994,80360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324.1077783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32690
324.1086467,0,0,0,0,39010,37430,0,40150,0,0,0,0,0,0,0
324.1111492,0,0,0,44610,0,0,42870,0,28470,38670,43020,0,39970,36030,0
324.1131385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324.1230345,0,75810,0,0,0,0,0,0,0,0,0,0,0,0,0
324.1264053,0,0,70710,0,0,0,0,0,0,0,0,0,0,0,0
324.1441638,0,0,0,0,0,44220,0,46440,0,0,0,0,0,0,0
324.1450323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324.1475347,0,0,0,59630,45390,0,48610,0,0,0,43730,41740,0,43320,44040
324.1497673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324.15942,58670,52130,54050,0,0,0,0,0,0,0,0,0,0,0,0
324.1839202,0,0,0,33360,0,0,0,27720,0,0,0,0,0,0,25840
324.1958055,22290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324.2137805,0,0,0,0,0,0,0,0,0,0,14510,0,0,0,0
324.2169349,0,0,0,0,0,0,14820,10900,0,0,0,0,0,13830,0
324.2199257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324.2203057,0,0,0,0,13750,14940,0,0,13200,10810,0,13740,10220,0,0
324.2281683,0,11990,0,0,0,0,0,0,0,0,0,0,0,0,0
324.232191,11920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325.0401523,0,0,18200,0,0,0,0,0,0,0,0,0,0,0,0
325.0455124,14260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325.0681621,109300,78270,63460,0,0,0,0,0,0,0,0,0,0,0,0
325.0706646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325.0859207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325.0917939,0,0,0,0,0,36400,0,0,0,0,30740,27890,0,37330,35740
325.0951647,0,0,0,0,0,0,0,38010,0,0,0,0,0,0,0
325.0971541,0,0,0,0,0,0,0,0,33750,0,0,0,0,0,0
325.1070501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325.1182835,0,38050,0,0,0,0,0,0,0,0,0,0,0,0,0
325.125677,0,0,0,106300,0,0,120900,0,0,0,0,0,0,0,0
325.1281794,0,0,0,0,0,0,0,0,0,123300,0,0,106400,0,0
325.1315502,0,0,0,0,113900,0,0,0,0,0,0,0,0,0,0
325.1335396,0,0,0,0,0,0,0,99700,0,0,106500,99170,0,99570,91590
325.1394128,105200,50890,0,0,0,0,0,0,0,0,0,0,0,0,0
325.1434356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325.1586917,0,0,23950,0,0,0,0,0,0,0,0,0,0,0,0
325.1620625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325.1645649,0,0,0,49560,0,0,0,0,0,38620,0,0,0,0,0
325.1798211,0,0,0,17080,0,0,0,0,0,0,0,0,0,0,0
325.2009504,0,0,0,23470,14630,51620,0,0,0,16970,0,0,0,0,0
325.2043213,0,0,0,0,0,0,0,0,12830,0,0,0,0,0,0
325.2121838,0,17630,0,0,0,0,0,12130,0,0,0,0,0,0,0
325.2138372,15910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325.2162066,0,0,11230,0,0,0,0,0,0,0,0,0,0,0,0
325.2333132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325.2726895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326.0407614,0,11510,11590,0,0,0,0,0,0,0,0,0,0,0,0
326.0424148,12980,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326.071517,0,31120,0,0,0,0,0,0,0,0,0,0,0,0,0
326.0940565,0,0,0,0,0,0,0,0,0,14310,0,0,17110,0,0
326.1056699,0,0,43560,0,0,0,0,0,0,0,0,0,0,0,0
326.1242968,0,0,0,0,36280,0,0,35800,32980,0,0,0,0,0,0
326.1267992,0,0,0,43350,0,29090,0,0,0,0,0,0,0,0,0
326.1287886,0,0,0,0,0,0,32370,0,0,33820,38620,40950,29390,36190,40940
326.1315343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326.1416754,0,55630,0,0,0,0,0,0,0,0,0,0,0,0,0
326.1420554,52520,0,45380,0,0,0,0,0,0,0,0,0,0,0,0
326.1598139,0,0,0,37610,0,0,0,0,0,0,0,0,0,0,0
326.1606823,0,0,0,0,0,27430,26760,33790,0,0,0,0,0,0,0
326.1631847,0,0,0,0,0,0,0,0,26650,0,0,30880,26600,0,28560
326.1654174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326.1750701,0,41350,33220,0,0,0,0,0,0,0,0,0,0,0,0
326.1995702,0,0,0,0,0,26990,16440,0,0,0,0,0,14180,0,15770
326.2025611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326.2114556,0,13180,11730,0,0,0,0,0,0,0,0,0,0,0,0
326.2355757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327.0499291,0,0,0,12010,0,0,0,0,0,10220,0,0,0,0,0
327.0611625,43570,28970,33710,0,0,0,0,0,0,0,0,0,0,0,0
327.0804414,57040,43880,49550,0,0,0,0,0,0,0,0,11840,0,0,0
327.0838122,0,0,0,19570,0,13330,0,0,0,0,13500,0,0,0,13700
327.0863146,0,0,0,0,13650,0,0,0,13890,0,0,0,0,0,0
327.1015708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327.107444,0,0,0,0,24950,0,0,0,0,0,0,0,0,0,0
327.1087814,0,0,0,0,0,0,0,0,0,0,0,0,73970,0,0
327.1227001,0,0,0,35890,0,45160,29300,0,43510,0,53700,45150,0,0,0
327.1339335,0,0,86240,0,0,0,0,0,0,0,0,0,0,0,0
327.1398067,0,0,0,35260,0,0,0,0,0,0,0,0,0,0,0
327.1438295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327.1491897,0,0,0,0,0,0,80530,0,0,86900,0,0,0,0,0
327.1550629,25100,21280,19190,0,0,0,0,0,0,0,0,0,47580,0,0
327.1590856,0,0,0,0,0,48280,0,54610,56710,0,57100,47590,0,54580,51130
327.1743418,46030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327.1777126,0,27240,0,0,0,0,0,0,0,0,0,0,0,0,0
327.1954711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327.2013444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327.2026818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327.2067045,0,0,0,0,0,0,0,0,0,0,0,0,32660,0,0
327.2083579,0,0,0,0,0,0,0,0,0,0,34440,0,0,0,0
327.2166005,0,0,0,0,40790,0,36110,0,52840,19610,0,0,0,0,0
328.0604342,30620,23320,19840,0,0,0,0,0,0,0,0,0,0,0,0
328.0790612,0,0,0,0,0,0,10680,0,0,0,0,0,0,0,0
328.0815636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328.082432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328.0849344,0,0,0,10120,0,10570,0,0,0,0,0,0,0,0,0
328.087167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328.0968197,50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328.1035614,0,0,0,0,0,0,0,0,0,0,10490,0,0,0,0
328.1213199,0,0,0,20000,0,0,0,27140,0,0,0,0,0,0,0
328.1238223,0,0,0,0,0,0,0,0,0,0,0,0,0,19820,0
328.126055,0,0,0,0,0,0,0,0,0,0,16000,23620,0,0,0
328.1291825,0,57870,0,0,0,0,0,0,0,0,0,0,0,0,0
328.1332052,43560,0,42310,0,0,0,0,0,0,0,0,0,0,0,0
328.1390785,0,0,0,16540,0,0,0,0,0,0,0,0,0,0,0
328.1424493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328.1503119,0,0,0,0,0,23000,0,0,0,0,28530,0,28730,0,0
328.1519653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328.1543346,0,11660,0,22150,0,0,0,0,0,29440,0,0,0,0,0
328.1577054,0,0,0,0,26030,0,0,0,21160,0,0,0,0,0,22300
328.1602078,0,0,0,0,0,0,0,20270,0,0,0,34390,0,34650,0
328.165568,0,16000,17560,0,0,0,0,0,0,0,0,0,0,0,0
328.1672214,17490,0,0,0,0,0,0,0,0,0,17260,0,0,0,0
328.175464,0,0,0,0,0,14070,0,0,0,0,0,0,0,0,0
328.1907201,0,0,0,0,0,0,0,0,0,0,0,0,0,11360,0
328.2199554,0,0,0,18830,0,0,14830,0,16730,10180,0,0,0,0,0
328.2230829,0,0,0,0,15490,0,0,0,0,0,0,0,0,14820,13240
328.2271056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329.0040415,14320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329.0444498,0,38100,37900,0,0,0,0,0,0,0,0,0,0,0,0
329.0597059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329.0615564,0,0,0,0,0,0,15600,0,0,0,0,0,0,0,0
329.0630768,0,0,0,0,0,10050,0,0,0,0,0,0,0,0,0
329.0655792,0,0,0,24260,0,0,0,0,0,0,0,0,0,0,0
329.0669166,0,0,0,0,13330,0,0,0,0,0,0,0,0,0,0
329.06895,0,0,0,0,0,0,0,0,0,0,12550,0,0,0,10450
329.0714524,0,0,0,0,0,0,0,0,0,0,0,0,0,10610,0
329.0768126,111400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329.0808353,0,113600,0,0,0,0,0,0,0,0,0,0,0,0,0
329.0994623,0,0,0,0,0,0,47350,0,0,0,0,0,0,0,0
329.1019647,0,0,0,51870,48340,46100,0,45040,43290,51770,38600,35130,44850,0,37720
329.1033021,0,0,0,0,0,0,0,0,0,0,0,0,0,41950,0
329.1383502,0,0,0,80280,0,0,66280,73010,77040,68050,67030,55700,61520,0,55040
329.1495836,118700,88310,87890,0,0,0,0,0,0,0,0,0,0,0,0
329.1707129,0,15210,0,0,0,0,0,0,0,0,0,0,0,0,0
329.1723663,0,0,10990,0,0,0,0,0,0,0,0,0,41920,0,0
329.1747357,0,0,0,0,0,0,0,0,0,49800,0,0,0,0,0
329.1899918,26510,0,11930,0,0,0,0,0,0,0,0,0,0,0,0
329.2111212,0,0,0,16740,10980,0,0,0,0,10110,0,0,0,0,0
329.2183318,0,0,0,0,0,18230,0,0,0,0,0,0,0,0,0
329.224008,18960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330.0720615,0,49400,0,0,0,0,0,0,0,0,0,0,0,0,0
330.0737149,0,0,51050,0,0,0,0,0,0,0,0,0,0,0,0
330.0760843,60030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330.0972137,0,0,0,0,0,17370,0,0,0,24050,0,19770,0,0,0
330.0980821,0,0,0,0,0,0,0,0,0,0,0,0,29530,0,0
330.1005845,0,0,0,25720,24200,0,0,0,20650,0,0,0,0,23900,16210
330.1028171,0,0,0,0,0,0,24570,0,0,0,0,0,0,0,0
330.1124698,70620,70130,0,0,0,0,0,0,0,0,0,0,0,0,0
330.13697,0,0,0,0,0,28640,33570,0,43020,33840,35240,0,32800,0,0
330.1394724,0,0,0,39130,33130,0,0,0,0,0,0,0,0,0,0
330.1488553,57660,49680,0,0,0,0,0,0,0,0,0,0,0,0,0
330.1699847,0,0,0,0,0,0,0,0,0,0,0,0,21900,0,0
