Theor.Mass,S_4,I_4,D_4,S_9,I_9,D_9,S_10,I_10,D_10,S_12A,I_12A,D_12A,S_12B,I_12B,D_12B
Label,Spring,Spring,Spring,Summer,Summer,Summer,Autumn,Autumn,Autumn,Winter,Winter,Winter,Winter,Winter,Winter
487.1151123,0,0,0,0,0,0,0,0,0,0,14120,0,0,0,0
487.1176147,0,0,0,0,0,0,0,0,0,29200,0,0,0,0,0
487.1189522,0,0,0,0,36020,0,0,0,21800,0,0,24580,0,0,0
487.1540003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487.1598735,0,0,0,0,71470,58400,61980,58630,0,0,0,53960,0,50290,0
487.196259,92710,71830,72900,65180,81880,0,0,0,74140,0,58750,0,76240,0,0
487.2267713,0,0,0,0,0,0,0,0,0,0,0,0,55570,0,0
487.2326445,38510,27690,30840,56270,48540,49210,0,39270,37620,0,32300,36790,0,35420,0
487.26903,13100,0,0,24790,16180,0,17610,0,0,15720,0,0,0,0,10770
487.2749032,0,0,0,0,0,0,0,13340,0,0,0,0,0,0,0
487.3029131,0,0,0,13520,0,0,0,0,0,0,0,0,0,0,0
487.3054155,0,0,0,0,0,0,12070,0,0,0,0,0,0,0,0
487.3265449,11320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487.360428,0,0,0,0,0,0,0,0,0,0,0,0,10410,0,19950
487.3629304,0,0,0,0,0,0,0,0,0,0,0,10290,0,0,0
488.0877116,40780,37820,48020,0,0,0,0,0,0,0,0,0,0,0,0
488.1069905,0,0,0,0,0,0,0,0,0,0,0,0,11660,0,0
488.1128637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488.1184672,0,0,0,0,0,0,0,0,0,0,12680,0,0,0,0
488.1209696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488.1573551,0,0,0,0,0,0,0,0,0,34960,0,0,0,0,39380
488.1604826,0,67020,0,0,41510,0,0,0,28430,0,27660,0,0,0,0
488.1645054,0,0,61480,0,0,0,0,0,0,0,0,0,0,0,0
488.1968681,0,0,0,0,0,0,40040,0,37770,0,41300,0,38050,47780,0
488.1996138,37210,30540,34570,37590,40750,0,0,0,0,0,0,0,0,0,0
488.2008909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39330
488.2278935,0,0,0,0,0,0,0,0,0,0,18720,0,0,0,0
488.2287619,0,0,0,0,0,0,0,18870,0,0,0,0,0,0,0
488.2301261,0,0,0,0,0,0,0,0,0,30280,0,0,22790,0,0
488.2332536,0,17550,0,0,20990,0,0,0,19210,0,0,0,0,0,0
488.2359993,0,0,13370,27540,0,21740,0,0,0,0,0,0,0,0,0
488.2696391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488.2723848,0,0,0,11510,0,0,11990,0,0,0,0,0,0,0,0
489.0299815,14120,11870,0,0,0,0,0,0,0,0,0,0,0,0,0
489.0334912,0,0,12690,0,0,0,0,0,0,0,0,0,0,0,0
489.066367,59540,50010,0,0,0,0,0,0,0,0,0,0,0,0,0
489.0933696,0,0,0,0,0,0,0,0,0,0,0,0,16350,0,0
489.0968793,0,0,0,0,20120,18070,18860,10830,0,20050,0,12570,0,10730,0
489.0982167,0,0,0,22680,0,0,0,0,0,0,0,0,0,0,0
489.1022395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489.1027525,113600,134200,127200,0,0,0,0,0,0,0,0,0,0,0,0
489.1332648,0,0,0,0,0,0,58590,42640,0,0,0,0,0,52340,0
489.1346022,0,0,0,0,0,0,0,0,0,59800,0,0,0,0,0
489.1755235,0,162500,0,82290,0,84650,86940,0,89790,0,81010,80010,0,80450,82620
489.2119091,59890,47180,48890,89210,104600,78010,0,65320,68510,0,0,77200,0,0,65810
489.2482946,24250,13960,15570,42800,29120,0,36060,0,0,41460,25520,15100,30190,19970,0
489.2541678,0,0,0,0,0,0,0,0,12190,0,0,0,0,0,0
489.2747841,0,0,12640,0,0,0,0,0,0,0,0,0,0,0,0
489.2846801,0,0,0,24150,0,0,18120,0,0,0,0,0,0,0,0
489.3151924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489.3421949,0,0,0,11990,10220,14770,0,0,0,0,0,0,0,0,0
489.3435324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490.0287402,11320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490.0697219,17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490.1033617,55760,68620,0,0,0,0,0,0,0,0,0,0,0,0,0
490.1061074,0,0,63690,0,0,0,0,0,0,0,0,0,0,0,0
490.1366196,0,0,0,0,0,0,26350,22550,0,0,0,0,0,28030,0
490.1761327,0,0,0,41310,50540,47930,0,48370,45990,0,0,0,0,38820,0
490.1788784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43320
490.1801554,59060,62310,56960,0,0,0,0,0,0,0,0,0,0,0,0
490.2125182,0,0,0,41560,0,0,0,36680,0,0,0,0,0,0,0
490.2152639,25940,24960,0,0,46960,35500,0,0,36000,0,0,35280,0,0,36440
490.2489037,14830,0,0,0,0,13890,0,0,0,0,11750,0,0,0,0
490.2516494,0,0,10660,23760,0,0,15330,16300,0,0,0,0,0,0,0
490.2807975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490.2852892,0,0,0,12200,0,0,0,0,0,0,0,0,0,0,0
491.0456316,27630,20160,0,0,0,0,0,0,0,0,0,0,0,0,0
491.0491413,0,0,14410,0,0,0,0,0,0,0,0,0,0,0,0
491.0761439,0,0,0,11130,0,0,0,0,0,0,0,0,0,0,0
491.081504,0,91220,0,0,0,0,0,0,0,0,0,0,0,0,0
491.0820171,82520,0,85020,0,0,0,0,0,0,0,0,0,0,0,0
491.1125294,0,0,0,39210,0,39220,31910,30980,27740,41890,25190,18340,0,34120,30710
491.1138668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491.1178895,0,0,0,0,47090,0,0,0,0,0,0,0,24780,0,0
491.1184026,174600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491.1489149,0,0,0,0,0,0,95060,94610,0,0,73760,0,0,0,0
491.1866378,0,0,0,0,0,0,0,0,97370,0,0,0,0,0,0
491.1911736,0,0,0,0,0,0,0,0,0,0,93850,0,0,0,88410
491.2275591,37550,0,28240,72820,68250,54400,69950,51370,0,58890,48930,38250,52010,46200,0
491.2639446,12600,0,13170,30650,18910,0,30560,0,0,20850,0,0,15700,0,11820
491.2698179,0,0,0,0,0,16030,0,0,0,0,13130,0,0,13320,0
491.2944569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491.3003301,0,0,0,14730,0,0,0,0,0,0,0,0,0,0,0
491.3075408,0,0,0,0,0,10710,0,0,0,0,0,0,0,0,0
492.0443902,0,0,12290,0,0,0,0,0,0,0,0,0,0,0,0
492.0489864,0,11960,0,0,0,0,0,0,0,0,0,0,0,0,0
492.1131385,0,0,0,0,0,15540,16680,0,0,0,0,0,0,0,0
492.1158842,0,0,0,15990,0,0,0,0,0,16670,0,0,0,10800,0
492.1190117,67920,78490,69650,0,17980,0,0,0,0,0,0,0,0,0,0
492.1217574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492.1522697,0,0,0,0,0,0,43310,37800,0,0,30910,0,0,0,0
492.1917827,41830,36890,0,45230,63050,49820,0,0,52630,48590,0,50210,33900,40300,0
492.1945284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47320
492.1958055,0,0,34550,0,0,0,0,0,0,0,0,0,0,0,0
492.2236765,0,0,0,0,0,0,0,0,0,0,0,0,0,29990,0
492.2281683,15920,18030,12590,0,0,24240,24690,28410,0,0,0,0,0,0,0
492.230914,0,0,0,35190,31700,0,0,0,0,23410,23250,19540,28950,0,18870
492.232191,0,0,0,0,0,0,0,0,24720,0,0,0,0,0,0
492.2645538,10330,0,12700,0,0,0,12530,0,0,0,0,0,0,0,0
492.2672995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492.2955791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493.0284058,0,0,11740,0,0,0,0,0,0,0,0,0,0,0,0
493.0554084,0,40010,0,0,0,0,0,0,0,0,0,0,0,0,0
493.0612816,44900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493.0647913,0,0,34450,0,0,0,0,0,0,0,0,0,0,0,0
493.0882842,0,0,0,0,0,0,0,0,0,0,11790,0,0,0,0
493.0917939,0,0,0,21370,0,0,10960,0,0,0,0,0,11200,0,0
493.0931313,0,0,0,0,16130,0,0,0,0,0,0,0,0,0,0
493.0976671,110900,131200,115200,0,0,0,0,0,0,0,0,0,0,0,0
493.1281794,0,0,0,62980,0,0,63720,61070,0,60610,52960,0,57740,62240,0
493.1295168,0,0,0,0,83980,70320,0,0,46030,0,0,50510,0,0,0
493.1335396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493.1340527,164000,178500,171800,0,0,0,0,0,0,0,0,0,0,0,50630
493.1645649,0,0,0,0,0,0,0,0,0,0,0,99030,0,0,0
493.1659024,0,0,0,0,0,0,0,0,0,108300,0,0,0,0,0
493.2022879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493.2068237,0,0,0,0,0,0,0,0,0,0,0,81790,0,0,0
493.2432092,0,0,0,48780,32600,30230,0,31790,0,39760,0,0,0,0,0
493.2490824,19110,0,0,0,0,0,0,0,0,0,0,0,0,0,15340
493.2737215,10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493.2795947,0,0,0,20050,0,0,13200,0,0,0,0,0,0,0,0
493.2849549,0,0,0,0,0,0,0,0,0,0,0,0,18740,0,0
493.2948508,0,0,0,0,0,0,0,0,14240,16790,0,0,0,0,0
493.3007241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493.310107,0,0,0,0,0,16780,13310,0,0,0,0,0,12220,0,0
493.3159802,0,0,0,16630,10970,0,0,0,0,0,0,0,0,0,0
493.3213404,0,0,0,0,0,0,0,0,10440,0,0,0,0,0,0
494.0659135,0,14140,11090,0,0,0,0,0,0,0,0,0,0,0,0
494.101022,0,50820,49290,0,0,0,0,0,0,0,0,0,0,0,0
494.1287886,0,0,0,0,0,0,0,0,17180,0,0,0,0,0,0
494.1315343,0,0,0,29770,0,0,21240,21680,0,20400,20190,0,26410,0,0
494.1328717,0,0,0,0,0,22730,0,0,0,0,0,0,0,0,0
494.1346618,0,0,0,0,29680,0,0,0,0,0,0,0,0,0,0
494.1368944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494.1374075,59190,67490,62580,0,0,0,0,0,0,0,0,0,0,0,0
494.1386845,0,0,0,0,0,0,0,0,0,0,0,22490,0,0,0
494.1750701,0,0,0,0,0,0,0,0,0,0,0,47430,0,0,0
494.2074328,24390,19210,0,46930,42640,40000,42730,39170,39540,0,0,0,0,36830,32160
494.2101785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494.2114556,0,0,20970,0,0,0,0,0,0,0,0,38810,33870,0,0
494.2344354,0,12300,0,0,0,0,0,0,0,0,0,0,0,0,0
494.2384582,16510,0,11410,0,0,0,0,10890,0,16310,0,0,0,0,0
494.2393266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494.2438183,0,0,0,20330,0,0,0,0,0,0,0,0,0,0,0
494.246564,0,0,0,0,14040,12690,0,0,0,0,0,0,0,0,0
494.2478411,0,0,0,0,0,0,0,0,0,0,0,0,0,11530,0
494.2748437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494.2757121,0,0,0,10200,0,0,0,0,0,0,0,0,0,0,0
494.2802038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494.3040789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494.3053559,0,0,0,0,0,0,0,0,0,0,10470,0,0,0,0
494.3112292,18960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494.3435919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495.0440559,17690,16530,16230,0,0,0,0,0,0,0,0,0,0,0,0
495.0769317,54050,56320,0,0,0,0,0,0,0,0,0,0,0,0,0
495.0804414,0,0,47730,0,0,0,0,0,0,0,0,0,0,0,0
495.107444,0,0,0,0,30390,23160,0,16340,0,28170,20840,15890,0,18830,15370
495.1087814,0,0,0,30780,0,0,0,0,0,0,0,0,0,0,0
495.1128042,0,117600,0,0,0,0,22350,0,0,0,0,0,0,0,0
495.1133172,103600,0,109700,0,0,0,0,0,0,0,0,0,0,0,0
495.1438295,0,0,0,0,105600,89780,68200,85850,71510,80100,0,0,0,0,0
495.1451669,0,0,0,81200,0,0,0,0,0,0,0,71330,64110,0,0
495.1491897,0,0,0,0,0,0,0,0,0,0,68630,0,0,0,0
495.1497027,0,105900,118100,0,0,0,0,0,0,0,0,0,0,79450,70990
495.1919615,73400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495.1954711,0,0,61340,0,0,0,0,0,0,0,0,0,0,0,0
495.2166005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34550
495.2224737,0,0,0,0,0,0,0,0,0,0,33590,0,0,0,0
495.228347,0,0,0,0,0,0,0,0,41300,0,0,0,0,0,0
495.2318567,42100,19970,0,0,0,0,0,0,0,0,0,0,0,0,0
495.2436031,0,0,18510,0,0,0,0,0,0,0,0,0,0,0,0
495.2588592,0,0,0,0,0,0,17720,0,0,0,0,0,0,0,0
495.2642194,0,0,0,24530,0,0,0,0,0,0,0,0,0,13760,0
495.2682422,0,0,0,0,13130,10450,0,0,0,15830,0,0,0,0,0
495.3105009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496.0505382,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0
496.0564115,14140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496.0815636,19240,0,22050,0,0,0,0,0,0,0,0,0,0,0,0
496.1166721,44850,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496.1471843,0,0,0,0,38760,29620,34470,29480,0,0,0,0,0,0,0
496.1503119,0,0,53650,32690,0,0,0,0,28030,29150,0,28700,0,33460,0
496.1525445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496.1530576,47410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496.1907201,39690,0,0,0,0,0,49210,0,0,0,0,0,0,0,0
496.198826,0,0,20880,0,0,0,0,0,0,0,0,0,0,0,0
496.2199554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28620
496.2230829,16030,0,0,0,0,18890,0,20770,0,17130,0,25620,0,20810,0
496.2271056,0,13770,0,0,27590,0,20610,0,22150,0,0,0,0,0,0
496.2329789,0,0,13270,0,0,0,0,0,0,0,14880,0,0,0,0
496.2442122,0,0,0,0,0,0,0,0,0,11120,0,0,0,0,0
496.2541082,0,0,0,0,0,0,0,0,0,0,0,0,0,11310,0
496.2594684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496.2693644,0,0,0,10550,0,0,0,10080,0,0,0,0,0,0,0
496.2913621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496.2958539,13650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497.0233204,0,0,12190,0,0,0,0,0,0,0,0,0,0,0,0
497.025684,0,11650,0,0,0,0,0,0,0,0,0,0,0,0,0
497.0291937,11690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497.0597059,25830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497.0655792,0,0,30170,0,0,0,0,0,0,0,0,0,0,0,0
497.0925818,0,63320,0,0,0,0,0,0,0,0,0,0,0,0,0
497.0994623,0,0,65640,0,0,0,0,0,0,0,0,0,0,0,0
497.1019647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497.1230941,0,0,0,0,0,0,28790,26190,11250,35720,28780,33440,30390,0,19540
497.1284542,0,0,0,31960,0,0,0,0,0,0,0,0,0,0,0
497.1289673,0,0,0,0,45200,0,0,0,0,0,0,0,0,29800,0
497.1348405,0,0,95360,0,0,0,0,0,0,0,0,0,0,0,0
497.1383502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497.1594796,0,0,0,0,0,0,0,0,0,67650,0,0,0,0,0
497.1648397,0,0,0,70760,0,0,69650,0,0,0,0,0,0,67540,0
497.1653528,0,0,0,0,79760,80870,0,78850,71440,0,74000,69170,65770,0,67610
497.1933627,0,0,0,0,0,0,0,0,0,0,45700,0,0,0,0
497.1972025,0,0,0,0,0,0,0,0,0,72430,0,0,0,0,0
497.2017383,0,0,0,0,0,0,0,0,0,0,0,49660,0,0,0
497.2076115,0,0,0,0,0,0,0,0,58460,0,0,0,0,0,54170
497.243484,0,0,0,0,0,0,0,0,16120,0,0,0,0,0,0
497.2475067,0,13680,0,37620,22750,20750,35120,0,0,0,14370,0,0,0,12870
497.2493572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497.2533799,24990,0,18540,0,0,0,0,0,0,0,0,12540,0,18740,0
497.2592532,0,0,0,0,0,0,0,0,0,0,0,0,10630,0,0
497.2838922,0,0,0,0,10180,0,0,0,0,0,0,0,0,0,0
497.287263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497.2897655,12620,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497.3585137,0,16810,0,0,0,0,0,0,0,0,0,0,0,0,0
497.398922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498.0661883,13690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498.068934,0,0,16580,0,0,0,0,0,0,0,0,0,0,0,0
498.0720615,0,19300,0,0,0,0,0,0,0,0,0,0,0,0,0
498.0959366,0,15110,0,0,0,0,0,0,0,0,0,0,0,0,0
498.0972137,31480,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498.1237032,0,0,0,0,0,0,0,0,0,0,0,0,0,10150,0
498.1264489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12180
498.1394724,0,0,65750,0,0,0,0,0,0,0,0,0,0,0,0
498.1547285,0,0,0,0,0,0,0,0,0,0,0,0,19560,0,0
498.1600887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498.1617421,0,0,0,0,0,0,28030,0,0,0,0,0,0,0,0
498.1659619,0,0,0,0,0,0,0,0,32050,0,0,0,0,0,0
498.1681946,0,0,0,29490,0,0,0,0,0,0,0,0,0,0,0
498.1687076,0,0,0,0,42110,37150,0,0,0,0,34740,44950,0,0,35070
498.1718351,0,35290,0,0,0,0,0,0,0,0,0,0,0,0,0
498.1758579,0,0,0,0,0,0,0,0,0,35750,0,0,22580,0,0
498.2063702,0,0,0,0,0,0,0,0,0,0,29650,0,0,0,0
498.2122434,24110,0,0,0,0,0,0,0,0,0,0,28220,0,0,0
498.2176036,0,0,0,0,0,0,0,0,0,16760,0,0,22780,0,0
498.2387329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498.2427557,0,0,0,0,0,0,17480,0,0,13860,0,0,0,0,0
498.2486289,14650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498.2508616,0,0,0,0,13010,0,0,0,0,0,0,0,0,0,0
498.2539891,0,0,0,0,0,0,0,13270,14950,0,0,0,0,0,0
498.2638851,0,0,0,0,0,0,0,0,0,0,0,0,10660,0,0
499.0084582,10110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499.0448437,0,0,19900,0,0,0,0,0,0,0,0,0,0,0,0
499.0461811,0,21740,0,0,0,0,0,0,0,0,0,0,0,0,0
499.0812292,0,0,0,0,0,0,0,0,0,10810,0,0,0,0,0
499.0865894,0,0,0,12340,0,0,0,0,0,0,0,0,0,0,0
499.0871025,56880,56540,82890,0,0,0,0,0,0,0,0,0,0,0,0
499.1117415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10030
499.1151123,0,0,0,12930,0,0,0,0,0,0,0,0,0,0,0
499.1176147,78520,0,0,0,0,0,17190,0,0,0,0,0,0,0,0
499.1293612,0,0,0,0,0,0,0,0,0,0,0,0,25550,0,0
499.1446173,0,0,0,0,0,0,0,0,0,0,0,0,0,63370,0
499.1540003,0,0,0,0,0,49180,0,0,0,40310,0,0,0,0,47020
499.1598735,0,0,0,0,0,0,0,0,0,0,0,0,36330,0,0
499.186363,0,0,0,0,0,0,0,0,0,0,82790,0,0,0,0
499.1868761,0,0,0,84910,0,0,0,0,0,67430,0,0,64880,0,0
499.1903858,0,0,0,0,0,75900,0,0,0,0,0,69580,0,0,0
499.196259,78700,61980,62070,0,0,0,0,0,0,0,0,0,0,0,56000
499.2267713,0,0,0,48180,0,0,44450,0,37660,49240,31160,0,0,32080,0
499.2326445,36160,28260,27440,0,37670,0,0,34630,0,0,0,30020,0,0,31550
499.2631568,0,0,0,0,0,0,20680,0,0,0,0,0,0,0,0
499.2650073,0,0,0,0,0,0,0,0,0,0,0,0,15020,0,0
499.26903,15860,0,12100,0,16210,13180,0,0,0,0,0,0,0,0,0
499.2749032,0,0,0,0,0,0,0,12140,0,0,0,0,0,0,0
499.3029131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499.3054155,0,0,0,10920,0,0,0,0,0,0,0,0,0,0,0
500.0454529,0,10470,0,0,0,0,0,0,0,0,0,0,0,0,0
500.0877116,0,46420,0,0,0,0,0,0,0,0,0,0,0,0,0
500.0904573,29520,0,44690,0,0,0,0,0,0,0,0,0,0,0,0
500.1128637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500.1209696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500.132716,0,0,0,0,0,0,0,0,0,0,0,0,12590,0,0
500.1339931,0,0,0,0,0,14730,0,0,0,0,0,0,0,0,0
500.1573551,0,0,0,0,0,25820,0,0,0,37590,0,0,0,0,0
500.1604826,49240,48430,48290,21500,0,0,0,0,28190,0,0,0,20160,21780,0
500.1645054,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0
500.1856347,0,0,0,0,0,0,0,0,0,0,0,0,23440,0,0
500.1874852,0,0,0,0,0,0,39610,0,0,0,0,0,0,0,0
500.191508,0,28600,0,0,0,0,0,0,47360,0,40160,35280,0,0,58380
500.1937406,0,0,0,0,0,34120,0,0,0,0,0,0,0,0,0
500.1968681,34240,0,28910,29890,0,0,0,0,0,0,0,0,0,0,0
500.1996138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500.2008909,0,0,0,0,0,0,0,0,0,37630,0,0,0,0,0
500.2220202,0,0,0,0,0,0,0,19440,0,0,11310,0,24870,0,0
500.2278935,0,0,0,0,0,0,0,0,0,0,0,15840,0,0,0
500.2287619,0,19320,0,0,0,0,0,0,0,0,0,0,0,0,0
500.2301261,0,0,0,21360,0,0,0,0,0,0,0,0,0,0,0
500.2332536,17640,0,0,0,0,0,24890,0,14810,0,0,0,0,0,16130
500.2359993,0,0,14410,0,0,0,0,0,0,0,0,0,0,0,0
500.264279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500.2696391,0,0,0,0,0,0,11270,10650,0,0,0,0,0,0,0
500.2723848,0,0,0,11050,0,0,0,0,0,0,0,0,0,0,0
501.0241083,0,0,13490,0,0,0,0,0,0,0,0,0,0,0,0
501.0299815,14430,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501.0604938,39650,0,30580,0,0,0,0,0,0,0,0,0,0,0,0
501.066367,0,32170,0,0,0,0,0,0,0,0,0,0,0,0,0
501.0968793,77550,0,0,16430,0,11860,17170,0,0,18550,10280,0,10660,0,0
501.0982167,0,0,93930,0,0,0,0,0,0,0,0,11300,0,0,0
501.1022395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501.1027525,0,83530,0,0,14290,0,0,0,0,0,0,0,0,0,0
501.1332648,0,0,0,0,0,0,32040,0,0,0,0,0,37340,0,0
501.1696503,0,0,0,0,0,0,0,63190,59920,0,0,58960,53580,51730,59700
501.1755235,118000,107800,0,56840,68340,0,0,0,0,0,0,0,0,0,0
501.2119091,60990,49690,51260,61020,66540,0,0,55770,0,0,0,0,0,0,0
501.2424213,0,0,0,0,0,0,0,0,0,0,12990,22510,35290,26840,0
501.2482946,0,17860,22020,46900,40100,27700,0,29380,26470,0,0,0,0,0,0
501.2541678,0,0,0,0,0,0,0,0,0,0,10220,0,0,0,19620
501.2788068,0,0,0,0,0,0,0,0,0,0,0,0,10520,0,0
501.2846801,12960,0,0,0,0,0,15060,0,11310,0,0,0,0,0,0
501.3185632,0,0,0,10410,0,0,0,0,0,0,0,0,0,0,0
501.3421949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501.3785805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502.0611029,0,14700,0,0,0,0,0,0,0,0,0,0,0,0,0
502.0638486,17280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502.0974884,0,0,44510,0,0,0,0,0,0,0,0,0,0,0,0
502.1033617,48100,48230,0,0,0,0,0,0,0,0,0,0,0,0,0
502.1061074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502.1341172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16560
502.1366196,0,0,0,0,0,0,21470,0,0,0,0,0,0,0,0
502.1761327,0,0,0,31470,41560,0,0,46980,32130,34480,0,0,0,31940,30300
502.1788784,0,49440,0,0,0,0,0,0,0,0,0,0,0,0,0
502.1801554,0,0,48560,0,0,0,31430,0,0,0,0,30660,0,0,0
502.2012848,0,0,0,0,0,0,0,0,0,0,23930,0,0,0,0
502.207158,0,0,0,0,0,0,0,0,31500,0,0,38870,0,0,0
502.2125182,23800,25980,0,32400,33740,0,0,0,0,0,0,0,0,0,0
502.2152639,0,0,27580,0,0,0,0,27460,0,0,0,0,0,0,0
502.2165409,0,0,0,0,0,31860,0,0,0,0,0,0,30220,0,0
502.2224142,0,0,0,0,0,0,0,0,0,0,13900,0,0,0,0
502.2489037,17890,0,0,18810,0,0,0,12640,0,0,0,0,0,0,0
502.2516494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502.2852892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502.2880349,0,0,0,12130,0,0,0,0,0,0,0,0,0,0,0
503.0397583,0,14140,0,0,0,0,0,0,0,0,0,0,0,0,0
503.0451185,21440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503.0456316,0,0,15060,0,0,0,0,0,0,0,0,0,0,0,0
503.0774813,0,62870,0,0,0,0,0,0,0,0,0,0,0,0,0
503.0820171,66320,0,65910,0,0,0,0,0,0,0,0,0,0,0,0
503.1066561,0,0,0,0,0,0,0,0,21340,0,0,0,0,0,0
503.1125294,0,0,0,28670,33850,0,31540,0,0,25740,21570,16870,0,21170,0
503.1178895,0,0,0,0,0,0,0,23250,0,0,0,0,0,0,21830
503.1184026,120600,138400,135100,0,0,0,0,0,0,0,0,0,0,0,0
503.1489149,0,0,0,0,0,0,60440,52640,53790,0,0,0,51010,0,48780
503.1911736,101600,83670,0,73640,89380,74920,0,85280,72610,0,0,76730,0,0,70150
503.2275591,48690,33860,33090,0,69580,0,0,46610,0,0,44660,0,0,44760,45850
503.2580714,0,0,0,0,0,0,0,0,0,0,0,0,0,17040,0
503.2639446,19800,0,0,34460,23690,17990,25870,16070,17110,25800,12540,0,24370,0,17640
503.2698179,0,13780,0,0,0,0,0,0,0,0,0,0,0,0,0
503.3003301,0,0,0,19920,0,0,13800,0,0,11450,0,0,10190,0,0
503.3056903,0,0,0,0,10930,0,0,0,0,0,0,0,0,0,0
503.3062034,0,0,0,0,0,11350,0,0,0,0,0,0,0,0,0
504.0431132,0,10540,0,0,0,0,0,0,0,0,0,0,0,0,0
504.1077783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504.110011,0,0,0,0,0,0,0,0,10960,0,0,0,0,0,0
504.1131385,0,0,0,0,0,0,0,12870,0,0,0,0,0,14090,12570
504.1158842,0,0,0,13340,14480,14350,0,0,0,13110,0,0,12310,0,0
