Label,Spring,Spring,Spring,Summer,Summer,Summer,Autumn,Autumn,Autumn,Winter,Winter,Winter,Winter,Winter,Winter
183.0072666,0,0,129000,0,0,0,0,0,0,0,0,0,0,0,0
183.0087675,120700,123700,0,0,0,0,0,0,0,0,0,0,0,0,0
183.0121384,0,0,0,0,36250,57590,41430,44540,0,71690,36810,0,0,0,165100
183.0411303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183.0427837,26880,20240,20360,0,0,0,0,0,0,0,0,0,0,0,0
183.045153,0,0,0,12760,0,0,0,0,0,11360,0,0,11750,0,0
183.0622597,33480,34210,33210,0,0,0,0,0,0,0,0,0,0,0,0
183.0652505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183.0662824,0,0,0,13170,0,0,0,0,0,0,0,0,0,0,0
183.0791692,16800,17000,17740,0,0,0,0,0,0,0,0,0,0,0,0
183.0815386,0,0,0,11160,0,0,10220,10210,0,0,10630,0,10800,0,11040
183.1026679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184.0121224,16520,14140,0,0,0,0,0,0,0,0,0,0,0,0,0
184.0154932,0,0,0,0,0,0,0,0,0,0,0,11200,0,10470,17880
184.0516354,20590,22170,19590,0,0,0,0,0,0,0,0,0,0,0,0
185.0220482,15440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185.0567804,34690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185.0584338,0,24840,21950,0,0,0,0,0,0,0,0,0,0,0,0
185.0597712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185.0608031,0,0,0,19660,13380,11390,16520,12520,12490,14350,13910,12400,17830,11810,12140
185.0931659,16050,15090,14170,0,0,0,0,0,0,0,0,0,0,0,0
185.0971886,0,0,0,11200,0,12810,12740,12010,11760,10240,0,0,10600,12040,12360
186.0594229,17390,17040,19620,0,0,0,0,0,0,0,0,0,0,0,0
187.0360449,31960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187.0400677,0,0,0,20090,0,0,16290,0,0,15360,0,0,17040,0,0
187.0472783,0,11090,0,0,0,0,0,0,0,0,0,0,0,0,0
187.0724304,37180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187.0754212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187.0764532,0,0,0,23100,15680,15450,19940,17560,0,17330,17810,17650,0,16190,16000
187.1088159,19450,18630,15620,0,0,0,0,0,0,0,0,0,0,0,0
187.1128387,0,0,0,14010,12830,0,12940,13570,12880,11780,11820,13150,11620,12790,13010
188.0353166,0,0,14170,0,0,0,0,0,0,0,0,0,0,0,0
188.0717021,0,0,22210,0,0,0,0,0,0,0,0,0,0,0,0
188.075073,0,0,0,0,0,0,0,0,0,0,10720,0,0,0,0
188.1040649,0,13110,0,0,0,0,0,0,0,0,0,0,0,0,0
188.1080877,10480,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.0153095,27500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.0193322,0,0,0,19780,0,0,12530,0,0,11900,0,0,13700,0,0
189.0546858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.0557177,0,0,0,27380,13240,12840,20100,13770,11350,19470,13190,13190,21040,14100,12390
189.0629284,17160,27500,29560,0,0,0,0,0,0,0,0,0,0,0,0
189.0703219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.0880805,0,39730,0,0,0,0,0,0,0,0,0,0,0,0,0
189.0921032,0,0,0,25060,18660,17610,22840,19490,19640,21780,19490,18720,22020,21020,18460
189.124466,25260,20610,16740,0,0,0,0,0,0,0,0,0,0,0,0
189.1284887,0,0,0,10820,0,0,12150,10680,0,0,10590,11050,11120,10610,10190
190.0209428,11760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.0509667,0,33350,0,0,0,0,0,0,0,0,0,0,0,0,0
190.0750869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.0873522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.090723,0,0,0,0,0,0,0,0,0,0,10820,0,0,0,0
191.0301105,0,15030,0,0,0,0,0,0,0,0,0,0,0,0,0
191.0309595,41160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191.0349823,0,0,0,26590,0,0,16730,0,0,0,0,0,20990,0,0
191.0631252,0,41370,0,0,0,0,0,0,0,0,0,0,0,0,0
191.066496,59110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191.0713678,0,0,0,25840,13770,13280,21310,15580,13570,21030,15440,13670,0,15770,13960
191.085972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191.1037305,44480,0,30280,0,0,0,0,0,0,0,0,0,0,0,0
191.1077533,0,0,0,24740,16840,16450,22470,17470,17480,21810,19000,16260,21520,17460,16550
191.1401161,13180,11260,0,0,0,0,0,0,0,0,0,0,0,0,0
191.1441388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192.0336021,14080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192.0488582,0,10590,0,0,0,0,0,0,0,0,0,0,0,0,0
192.0666168,19800,0,22110,0,0,0,0,0,0,0,0,0,0,0,0
192.0907369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192.1030023,0,0,18010,0,0,0,0,0,0,0,0,0,0,0,0
192.1063731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193.0102241,26220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193.0142468,0,0,0,17230,0,0,11700,0,0,0,0,0,14090,0,0
193.0457606,0,0,18750,0,0,0,0,0,0,0,0,0,0,0,0
193.0466096,54580,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193.0506323,0,0,0,24650,0,0,17120,0,0,16930,0,0,16390,0,0
193.0618657,0,0,12440,0,0,0,0,0,0,0,0,0,0,0,0
193.0635191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193.0829951,49300,36780,33950,0,0,0,0,0,0,0,0,0,0,0,0
193.0859859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193.0870179,0,0,0,0,15350,17020,22230,18000,15340,21400,17240,16480,22150,0,16270
193.0999046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193.1016221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193.1193806,27090,0,20010,0,0,0,0,0,0,0,0,0,0,0,0
193.1223714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193.1234034,0,0,0,14600,0,0,0,10460,10720,13560,10540,10150,0,0,10300
194.0393562,13750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194.0740243,13330,15300,0,0,0,0,0,0,0,0,0,0,0,0,0
194.0773951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195.0258742,32300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195.0298969,0,0,0,20970,0,0,15050,0,0,13810,0,0,12830,0,0
195.0411303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195.0427837,19150,0,18040,0,0,0,0,0,0,0,0,0,0,0,0
195.045153,0,0,0,11830,0,0,10100,0,0,0,0,0,0,0,0
195.0622597,46420,38750,37970,0,0,0,0,0,0,0,0,0,0,0,0
195.0652505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195.0662824,0,0,0,0,0,0,0,0,0,15450,10370,0,15510,0,0
195.0791692,15830,12450,15730,0,0,0,0,0,0,0,0,0,0,0,0
195.0815386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195.0986452,31870,25110,24360,0,0,0,0,0,0,0,0,0,0,0,0
195.101636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195.1026679,0,0,0,18360,10030,10300,15890,11480,11730,16070,12740,11540,15450,0,10990
196.0516354,30390,29900,0,0,0,0,0,0,0,0,0,0,0,0,0
196.0575086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196.0896743,0,0,11440,0,0,0,0,0,0,0,0,0,0,0,0
196.0979169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197.0051387,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197.0220482,16130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197.0229167,0,0,18730,0,0,0,0,0,0,0,0,0,0,0,0
197.0277884,0,0,0,0,0,11620,0,0,0,13360,0,15260,11410,13240,21590
197.0415242,21660,0,20290,0,0,0,0,0,0,0,0,0,0,0,0
197.045547,0,0,0,12320,0,0,0,0,0,0,0,0,0,0,0
197.0584338,41750,39730,44290,0,0,0,0,0,0,0,0,0,0,0,0
197.0608031,0,0,0,17710,0,0,13720,0,0,0,10500,10210,14610,0,0
197.0779097,38420,35990,37890,0,0,0,0,0,0,0,0,0,0,0,0
197.0809005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197.0819325,0,0,0,17830,0,0,16490,0,0,15160,0,0,14250,0,0
197.0948193,12210,11620,0,0,0,0,0,0,0,0,0,0,0,0,0
197.0971886,0,0,0,0,10920,0,0,10010,11440,0,0,11690,0,0,0
197.117286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198.0672855,0,0,27610,0,0,0,0,0,0,0,0,0,0,0,0
198.0689389,0,28050,0,0,0,0,0,0,0,0,0,0,0,0,0
198.0958084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199.0376983,0,0,15190,0,0,0,0,0,0,0,0,0,0,0,0
199.0400677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199.0571743,0,21510,0,0,0,0,0,0,0,0,0,0,0,0,0
199.0740838,31140,25970,25640,0,0,0,0,0,0,0,0,0,0,0,0
199.0754212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199.0764532,0,0,0,20920,15360,15040,16070,0,15010,16800,14290,16020,17010,15960,15650
199.1088159,12970,11590,10600,0,0,0,0,0,0,0,0,0,0,0,0
199.1128387,0,0,0,0,11530,11040,0,10700,0,0,0,0,0,0,0
200.0411899,19570,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200.04655,0,18150,0,0,0,0,0,0,0,0,0,0,0,0,0
200.0482034,0,0,11240,0,0,0,0,0,0,0,0,0,0,0,0
200.0676794,18880,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200.0717021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200.075073,0,0,0,0,0,0,12150,0,0,0,0,0,0,0,0
200.1080877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.0153095,18760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.0193322,0,0,0,13010,0,0,0,0,0,10480,0,0,11940,0,0
201.050846,0,21040,0,0,0,0,0,0,0,0,0,0,0,0,0
201.0533484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.0546858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.0557177,0,0,0,23970,0,10050,18470,12280,0,19110,12910,12350,20350,10880,11380
201.0629284,0,16340,16890,0,0,0,0,0,0,0,0,0,0,0,0
201.0880805,34570,26550,23670,0,0,0,0,0,0,0,0,0,0,0,0
201.0921032,0,0,0,0,17900,17440,0,18460,17600,17880,17970,17100,18560,0,15890
201.124466,18180,0,14130,0,0,0,0,0,0,0,0,0,0,0,0
201.1284887,0,0,0,0,11180,0,10810,10540,10550,0,10640,10350,0,10560,0
202.0234452,11650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.0509667,0,25500,23420,10160,0,0,0,0,0,0,0,0,0,0,0
202.0873522,0,18140,18270,0,0,0,0,0,0,0,0,0,0,0,0
202.090723,0,0,0,0,0,10920,0,0,0,0,0,0,0,0,0
202.1237377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.1271085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.994574,10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.9985968,0,0,0,11110,0,0,0,0,0,0,0,0,0,0,0
203.0267397,0,0,10520,0,0,0,0,0,0,0,0,0,0,0,0
203.0301105,0,13090,0,0,0,0,0,0,0,0,0,0,0,0,0
203.0309595,43590,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203.0349823,0,0,0,0,0,0,18940,0,0,0,0,0,22080,0,0
203.0421929,0,0,16230,0,0,0,0,0,0,0,0,0,0,0,0
203.0703359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203.0713678,0,0,0,26980,17110,15000,22980,16730,13800,22300,16030,15860,23320,16430,15310
203.0785784,0,25320,24740,0,0,0,0,0,0,0,0,0,0,0,0
203.0842546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203.085972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203.1037305,0,38250,0,0,0,0,0,0,0,0,0,0,0,0,0
203.1077533,0,0,0,21580,19660,19200,22550,19360,19060,20770,19270,18230,20720,19780,18270
203.1401161,19980,15570,12970,0,0,0,0,0,0,0,0,0,0,0,0
203.1441388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204.0278619,0,10900,0,0,0,0,0,0,0,0,0,0,0,0,0
204.0365929,0,0,0,11810,0,0,0,0,0,0,0,0,10960,0,0
204.0488582,0,28630,29540,0,0,0,0,0,0,0,0,0,0,0,0
204.0666168,0,44730,44290,0,0,0,0,0,0,0,0,0,0,0,0
204.0778502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204.1030023,0,17190,0,0,0,0,0,0,0,0,0,0,0,0,0
204.1063731,0,0,0,0,0,0,10490,0,0,0,0,10050,0,0,0
204.1393878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.0102241,37000,12170,0,0,0,0,0,0,0,0,0,0,0,0,0
205.0142468,0,0,0,25770,0,0,0,0,0,15930,0,0,19650,0,0
205.0407364,0,17090,0,0,0,0,0,0,0,0,0,0,0,0,0
205.0423898,0,0,16190,0,0,0,0,0,0,0,0,0,0,0,0
205.0496004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.0506323,0,0,0,31390,11800,10960,22750,10690,0,22210,12050,11480,25610,0,0
205.057843,0,0,36380,0,0,0,0,0,0,0,0,0,0,0,0
205.0658885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.0859859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.0870179,0,0,0,0,18920,18230,23490,19770,19220,25570,19930,20190,23820,20460,19670
205.1016221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.1193806,45360,0,32180,0,0,0,0,0,0,0,0,0,0,0,0
205.1234034,0,0,0,20520,15040,14750,20060,16470,15990,19460,0,15750,19050,16110,14460
205.1557661,13690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.0418586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.0458813,25770,19560,0,0,0,0,0,0,0,0,0,0,0,0,0
206.0492521,0,0,0,0,0,0,0,0,0,0,0,0,10840,0,0
206.0645083,14250,17270,19760,0,0,0,0,0,0,0,0,0,0,0,0
206.0822668,0,0,21790,0,0,0,0,0,0,0,10500,0,0,0,0
206.1186523,0,0,11220,0,0,0,0,0,0,0,0,0,0,0,0
206.1220232,11320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207.0087675,52120,76870,80230,0,0,0,0,0,0,0,0,0,0,0,0
207.0121384,0,0,0,35350,0,0,13310,0,11300,21100,14070,46100,15690,25860,48090
207.0298969,0,0,0,23390,0,0,16830,0,0,15800,0,0,17840,0,0
207.0622597,55190,34390,28520,0,0,0,0,0,0,0,0,0,0,0,0
207.0652505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207.0662824,0,0,0,30520,11090,11620,21770,12280,10540,20970,0,14350,21760,0,11510
207.0775158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207.0815386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207.0986452,53950,0,38130,0,0,0,0,0,0,0,0,0,0,0,0
207.101636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207.1026679,0,0,0,26930,18970,15670,26230,17970,17230,23770,19600,19350,22590,18060,19900
207.1172721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207.1350307,22600,21150,18540,0,0,0,0,0,0,0,0,0,0,0,0
207.1380215,0,0,0,0,0,0,0,0,0,10820,0,0,0,0,0
207.1390534,0,0,0,14570,10410,12100,13140,10290,11550,0,0,0,11140,0,0
208.0121224,11550,14270,14290,0,0,0,0,0,0,0,0,0,0,0,0
208.0532888,22040,21080,21890,0,0,0,0,0,0,0,0,0,0,0,0
208.0575086,0,0,0,15750,0,0,0,0,0,0,0,0,0,0,0
208.0615314,0,0,0,0,0,0,0,0,0,11120,0,0,0,0,0
208.0896743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208.0938941,0,16850,0,0,0,0,0,0,0,0,0,0,0,0,0
208.0979169,17610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208.1343024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.0051387,17690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.0091615,0,0,0,14610,0,0,0,0,0,10410,0,0,11240,0,0
209.0415242,45880,23860,21030,0,0,0,0,0,0,0,0,0,0,0,0
209.045547,0,0,0,23150,0,0,17700,0,0,15780,0,0,16190,0,0
209.0584338,28070,26990,25830,0,0,0,0,0,0,0,0,0,0,0,0
209.0608031,0,0,0,16100,10260,0,12220,0,0,10970,0,0,13460,0,0
209.0779097,61650,49890,53030,0,0,0,0,0,0,0,0,0,0,0,0
209.0787781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
